bench_array_conc_write_reads_ops.rb;1;FixedSize;1296.5463716007
bench_array_conc_write_reads_ops.rb;2;FixedSize;2279.62089240328
bench_array_conc_write_reads_ops.rb;4;FixedSize;3854.78709101144
bench_array_conc_write_reads_ops.rb;8;FixedSize;7792.44890865166
bench_array_conc_write_reads_ops.rb;16;FixedSize;11675.9419350848
bench_array_conc_write_reads_ops.rb;32;FixedSize;14415.4719703639
bench_array_conc_write_reads_ops.rb;64;FixedSize;18558.5578484971
bench_array_conc_write_reads_ops.rb;1;Synchronized;184.997411128638
bench_array_conc_write_reads_ops.rb;2;Synchronized;45.5046826290794
bench_array_conc_write_reads_ops.rb;4;Synchronized;24.8161936097666
bench_array_conc_write_reads_ops.rb;8;Synchronized;23.7473013660727
bench_array_conc_write_reads_ops.rb;16;Synchronized;18.1904961386812
bench_array_conc_write_reads_ops.rb;32;Synchronized;27.6494155849872
bench_array_conc_write_reads_ops.rb;64;Synchronized;26.8977082670332
bench_array_conc_write_reads_ops.rb;1;ReentrantLock;161.752708409168
bench_array_conc_write_reads_ops.rb;2;ReentrantLock;31.773520618338
bench_array_conc_write_reads_ops.rb;4;ReentrantLock;85.2461512072948
bench_array_conc_write_reads_ops.rb;8;ReentrantLock;89.0193330709883
bench_array_conc_write_reads_ops.rb;16;ReentrantLock;92.5019216811225
bench_array_conc_write_reads_ops.rb;32;ReentrantLock;94.6377326303717
bench_array_conc_write_reads_ops.rb;64;ReentrantLock;94.3932099362242
bench_array_conc_write_reads_ops.rb;1;CustomLock;167.971339655012
bench_array_conc_write_reads_ops.rb;2;CustomLock;26.915103436022
bench_array_conc_write_reads_ops.rb;4;CustomLock;83.7071835329717
bench_array_conc_write_reads_ops.rb;8;CustomLock;90.8500869764192
bench_array_conc_write_reads_ops.rb;16;CustomLock;93.3428392173023
bench_array_conc_write_reads_ops.rb;32;CustomLock;89.7967916916675
bench_array_conc_write_reads_ops.rb;64;CustomLock;89.0070594131464
bench_array_conc_write_reads_ops.rb;1;StampedLock;464.217423147901
bench_array_conc_write_reads_ops.rb;2;StampedLock;870.916200538664
bench_array_conc_write_reads_ops.rb;4;StampedLock;1662.09026449976
bench_array_conc_write_reads_ops.rb;8;StampedLock;2623.56406637464
bench_array_conc_write_reads_ops.rb;16;StampedLock;2688.48798003229
bench_array_conc_write_reads_ops.rb;32;StampedLock;2586.44814477112
bench_array_conc_write_reads_ops.rb;64;StampedLock;2225.66676337885
bench_array_conc_write_reads_ops.rb;1;LayoutLock;703.111448852718
bench_array_conc_write_reads_ops.rb;2;LayoutLock;1403.56056343388
bench_array_conc_write_reads_ops.rb;4;LayoutLock;2605.38364481663
bench_array_conc_write_reads_ops.rb;8;LayoutLock;5104.81370160341
bench_array_conc_write_reads_ops.rb;16;LayoutLock;8896.94376797913
bench_array_conc_write_reads_ops.rb;32;LayoutLock;13619.3991958549
bench_array_conc_write_reads_ops.rb;64;LayoutLock;18125.4439160316
bench_array_conc_write_reads_ops.rb;1;FastLayoutLock;650.48298897335
bench_array_conc_write_reads_ops.rb;2;FastLayoutLock;1104.07680116903
bench_array_conc_write_reads_ops.rb;4;FastLayoutLock;2040.05236436439
bench_array_conc_write_reads_ops.rb;8;FastLayoutLock;3731.31206638392
bench_array_conc_write_reads_ops.rb;16;FastLayoutLock;7064.14678193139
bench_array_conc_write_reads_ops.rb;32;FastLayoutLock;11817.5157573799
bench_array_conc_write_reads_ops.rb;64;FastLayoutLock;17318.8008086332
